<openmm.openmm.HarmonicBondForce; proxy of <Swig Object of type 'OpenMM::HarmonicBondForce *' at 0x2af9aae63a20> >
<openmm.openmm.HarmonicAngleForce; proxy of <Swig Object of type 'OpenMM::HarmonicAngleForce *' at 0x2af9aae63a50> >
<openmm.openmm.NonbondedForce; proxy of <Swig Object of type 'OpenMM::NonbondedForce *' at 0x2af9aae63f90> >
<openmm.openmm.CMMotionRemover; proxy of <Swig Object of type 'OpenMM::CMMotionRemover *' at 0x2af9aae63a20> >
<openmm.openmm.MonteCarloBarostat; proxy of <Swig Object of type 'OpenMM::MonteCarloBarostat *' at 0x2af9aae63a50> >
#"Progress (%)"	"Step"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Density (g/mL)"
22.2%	2220000	-32132.974004350544	300.79802986477006	30.7794680815403	0.9680313068965747
22.3%	2230000	-32251.905742621922	297.9263642554233	30.185137926064897	0.9870913555384627
22.4%	2240000	-31828.41962208686	301.67550689459006	30.167911328248863	0.9876550082754564
22.5%	2250000	-32123.05148850655	306.15486212730025	30.372989937201194	0.9809863557772758
22.6%	2260000	-32149.19373100478	301.2938396444314	30.50148474864825	0.9768537157482252
22.7%	2270000	-32236.36243426468	307.69658756637926	30.029958635036497	0.9921921330185226
22.8%	2280000	-32426.10084529029	291.7027741814152	30.87484504483405	0.9650409150001619
22.9%	2290000	-32455.583049327543	298.34082135296353	29.914622527434215	0.9960175390891162
23.0%	2300000	-32570.135515708418	292.8013071813367	30.010671378018998	0.9928297950167905
23.1%	2310000	-32364.524227741	300.1938148825344	30.589125337373723	0.9740549422036204
23.2%	2320000	-32117.58519517997	297.93298084349334	30.969433884466188	0.9620934248817458
23.3%	2330000	-32448.457661450782	302.6222549361985	30.574921690116458	0.9745074415738061
23.4%	2340000	-32630.100331936905	291.8840188959348	30.59636054470721	0.9738246046949891
23.5%	2350000	-31977.602979545074	303.3664688532385	30.923389488117742	0.9635259654833027
23.6%	2360000	-32419.420834855526	297.7703316759084	30.326499579639382	0.9824902024814948
